id,name,avatar_url,total_stake,own_stake,delegated_stake,allocated_stake,available_stake,number_of_allocations,number_of_subgraphs,query_fees_earned,indexing_rewards,total_rewards,is_active,is_underserving,is_suspicious,indexer_size,aer,qfr,aer_normalized,qfr_normalized,final_score,performance_flag,penalty,delegator_rewards,delegator_rewards_percentage
0x269ebeee083ce6f70486a67dc8036a889bf322a9,thomasblock.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmfFJp96i9AsfiUJTEQ4PwYALBDNnK2qxZoVu3HrXXhrQw,476750.18592162797,100526.53551100811,376223.65041061986,430000.0,46750.18592162797,1,1,38.538528527607475,15952.370575939885,160055.77050577436,True,True,True,small,86.0,8.962448494792435e-05,2.55,1.0,10.0,Poor,2.7,144103.39992983447,90.03%
0x2b3c7d1ef5fdfc0557934019c531d3e70d6200ae,0x2b3c7d1ef5fdfc0557934019c531d3e70d6200ae,,123576100.30824482,123573300.0,2800.3082448276245,123576100.0,0.30824482440948486,167,167,9796.776979954402,29280158.929120097,29280158.929120097,True,False,False,mega,18.49941616766467,7.927727918225614e-05,1.33,1.0,10.0,Poor,0.0,0.0,0.00%
0x2e15f3f0d37b191c33ee06e953c8cce4c493b47a,ai.swiftstaking.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmcHcmJTkEFt7P6Duw3ZYr7sLDDCAUE8aEAE12561kBA8R,6225718.519399539,3116489.922737643,3109228.596661896,5025717.999999999,1200000.5193995396,5,5,0.03885258235252989,552740.916293272,1081923.8993337164,True,True,True,medium,100.51435999999998,7.730752571578807e-09,2.81,1.0,10.0,Poor,1.5,529182.9830404443,48.91%
0x2e8d26e9b0d280738728e71c37bf05e70a636238,moonli.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmPEnVeRvuPtjqarKhRFEfStPzrsreKoR3N7gXQS9SGkxw,3608595.5037657875,124870.87464061742,3483724.62912517,2122804.0,1485791.5037657875,4,4,205.20921565686834,581519.0526311214,1107932.850381475,True,True,True,medium,53.0701,9.666894148346637e-05,1.96,1.0,10.0,Poor,1.8,526413.7977503536,47.51%
0x2f09092aacd80196fc984908c5a9a7ab3ee4f1ce,p2p-org-arbitrum.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmQXXj2rYSeTup6MDZNzchjauXaGTXtmrqTL9gJD6FNAvT,273277482.2943098,36735725.616492935,236541756.67781684,275981746.0,-2704263.705690205,507,507,12127.812159840681,14218979.30493684,66841019.47724423,True,False,False,mega,13.608567357001972,4.3944254776331046e-05,1.24,1.0,10.0,Poor,0.0,52622040.17230739,78.73%
0x326c584e0f0eab1f1f83c93cc6ae1acc0feba0bc,graphtronauts-arbitrum.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmTMvpL7D2qRfHM3Kn3KaTTxEVLvsUkkG3YLGTNJvseSqu,30937017.80751909,2114645.004617527,28822372.802901562,30930120.0,6897.807519089431,238,238,18978.7389934669,1771152.7327812652,8519541.945640389,True,False,False,large,6.497924369747899,0.0006136005613126266,1.12,1.02,9.98,Poor,0.0,6748389.212859124,79.21%
0x32bbd16a94ebb289edceebe77f35acc82664157b,rampdefi3.eth,,15436367.159486838,1054317.9929767775,14382049.16651006,15436000.0,367.1594868376851,8,8,393.30433796319426,3335723.6355596925,3335723.6355596925,True,True,True,medium,192.95,2.5479679836952207e-05,4.47,1.0,10.0,Poor,0.6,0.0,0.00%
0x35917c0eb91d2e21bef40940d028940484230c06,streamingfastindexer.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmcEaBoxbdXD2ogUQZJfdbPMEiWRDChqfHziroYaFzXWjJ,23607277.038486637,18574383.407068696,5032893.631417942,18434122.0,5173155.038486637,750,750,4691469.047307344,8503986.312138408,10915793.964970568,True,False,False,large,1.2289414666666667,0.2544991861997737,1.02,8.63,2.37,Fair,0.0,2411807.65283216,22.09%
0x3717cef8020bddee7a18f4efb2bfa88fefdcb1bc,pinax2.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmdFKawEFPYzDVwZrXyJcyaYyCZd6PP9N5NCuTi2XmLJMD,100818.81916971809,100769.06916971809,49.75,1024.0,99794.81916971809,34,34,2250.1065516294902,5526.577808996601,5526.577808996601,True,False,False,small,0.006023529411764706,2.197369679325674,1.0,10.0,1.0,Poor,0.0,0.0,0.00%
0x3863a65ce278a240f9aa2a4b4a48493be59e6139,indexer.nftx.eth,,165604.22232918348,120777.67680729543,44826.54552188804,12041.0,153563.22232918348,13,13,1162.9322793864415,676.387790599608,13527.755811992161,True,False,False,small,0.18524615384615384,0.09658103806880171,1.0,3.9,7.1,Excellent,0.0,12851.368021392553,95.00%
0x38f412c8d6346a17a53ff9ceecd2e01acecd27c0,graphops.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmVfCRgSLQiQEVwD1Bj47RRpLBQqeSu5UXZFCSsr9LS1qj,19037144.7840244,16017163.030821618,3019981.753202781,6835369.9,12201774.884024398,38,38,20677.697235501088,4021118.497071064,7865616.738850202,True,False,False,medium,17.987815526315792,0.0030251028895306874,1.32,1.09,9.91,Excellent,0.0,3844498.2417791383,48.88%
0x3b9ba748691f135b71582dc3292e5e3ed7e13341,tehn-r.eth,,2592783.897561062,481316.08849581465,2111467.8090652474,2585344.0,7439.897561062127,78,78,4913.778527514753,245261.57979821038,704791.5467056552,True,False,False,medium,3.3145435897435895,0.001900628515011833,1.06,1.06,9.94,Fair,0.0,459529.96690744476,65.20%
0x3e1536fc83cd5bed83a521a26034ff3e59c6a7c4,differential-graph.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmSQ7DQvFhqNP8SkzmyinWucumzFE6ivRhg4jP8WMTsyu3,5652311.100729192,412464.4975276609,5239846.603201531,5647172.0,5139.100729191676,248,248,6280.465558691117,283634.4942452356,1361617.0858334696,True,False,False,medium,2.2770854838709678,0.0011121434868091703,1.04,1.03,9.97,Fair,0.0,1077982.591588234,79.17%
0x3f74870f80ff7449fe4c6ff257da5fa72734c970,stake🦑squid-2.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=Qmc5x4ZTDUf67GZPyNJa1TGLAugVhYADHAfaiVLmatKdcA,4681304.894815818,650000.0051902452,4031304.8896255735,4286282.0,395022.8948158184,350,350,29556.66815070078,2606691.5264796293,5643784.442490392,True,False,False,medium,1.224652,0.006895642459059105,1.02,1.21,9.79,Excellent,0.0,3037092.916010763,53.81%
0x474e571ab6dd77489ec3c7ddf9cbc893fcba684c,allnodescom.eth,,1447065.968532213,287814.4108704916,1159251.5576617215,1323414.0000000002,123651.96853221278,1,1,0.0,2803.5815458062925,201521.31973107866,True,True,True,medium,132.34140000000002,0.0,3.38,1.0,10.0,Poor,2.7,198717.73818527238,98.61%
0x4d67938e9b07681526fe0345a45b770bba88c659,4block-team.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmXTBvGkDjCo2JW3yeZxia2cGwV8rq7UuY9nfLATDVhHv7,1853678.8419158058,372100.00730100536,1481578.8346148005,1833978.0,19700.841915805824,1,1,39.65559677338983,215702.79270226546,783224.6211142561,True,True,True,medium,183.3978,2.1622722177359723e-05,4.3,1.0,10.0,Poor,2.7,567521.8284119907,72.46%
0x4e5c87772c29381bcabc58c3f182b6633b5a274a,indexer.datanexus.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmVK8MRiVVhs6VPYjHvU6NosF5yLb8Cs6a37sLC9ibQhAs,99578203.36718605,9645169.99999,89933033.36719605,99564021.0,14182.367186054587,63,63,268727.95966535853,8417801.938641138,31278668.928221527,True,False,False,mega,39.50953214285714,0.0026990468742253645,1.71,1.08,9.92,Excellent,0.0,22860866.98958039,73.09%
0x51637a35f7f054c98ed51904de939b9561d37885,kolbin.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=Qmd6iUYuHyPBT4xDQAnKH4UmjwnDhwdjJh6xLsiid3foD1,2180149.3057092656,290000.0,1890149.3057092656,2180100.0,49.30570926563814,6,6,8635.816390728616,214415.78211272697,1190950.0247235785,True,True,True,medium,36.335,0.003961201958959964,1.65,1.12,10.0,Poor,1.2,976534.2426108515,82.00%
0x53dbbc9d916b1840a2c4c26b150ba2e13f36e10f,thoalt-indexer-arb.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmcjGuXG1bsenjpu7te3GjzPAgsDL7cbH5K5xn1oXEHS3b,1242059.4743008458,424071.9505683082,817987.5237325375,1242049.0,10.47430084575899,81,81,133517.21572081212,461874.0703621891,1234251.4809644856,True,False,False,medium,1.5333938271604939,0.10749754294783227,1.03,4.22,6.78,Excellent,0.0,772377.4106022965,62.58%
0x550c1f4814a85aa10f5f061ca8c45e2ee9620226,experimental.infradao.eth,https://ipfs.thegraph.com/ipfs/QmQYHkFma7DQxWiCAkgFHNyVBVCJCvuPrVDgTbQH8jXMtP,15076314.736066159,1015743.2606370514,14060571.475429108,15072514.0,3800.736066158861,42,42,8359.69793948165,296909.3202586188,433191.31695530796,True,False,False,medium,35.886938095238094,0.0005546319571825676,1.65,1.02,9.98,Poor,0.0,136281.99669668917,31.46%
0x5af569b692b0598721461027dbbecde74d465d99,0x5af569b692b0598721461027dbbecde74d465d99,,5039484.533437364,4044484.533437364,995000.0,5039484.0,0.5334373638033867,62,62,11966.121405741227,546149.6496514205,546149.6496514205,True,False,False,medium,8.1282,0.002374473538509345,1.15,1.07,9.93,Poor,0.0,0.0,0.00%
0x5b3c8f7245dfbd9bea22d9c4b975df60a638e5a3,thegraph.mind-heart-soul.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmPXffPATdwqBh5rmYbSJftWrMHLhev3irfsQqBXF43V3i,5643007.734819884,5350000.0,293007.7348198847,5641500.0,1507.734819884412,15,15,1150.864331014646,1942759.4460383866,2159729.7280391,True,False,False,medium,37.61,0.00020399970415929203,1.68,1.01,9.99,Poor,0.0,216970.28200071328,10.05%
0x5ddee9720e17aad28febb55643cd8ab50c51c60b,maplenodes.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmUhximWcwSEZRyAMf7goH6aBrztLq9mjADcYsEU38URcm,6202978.7322156625,2080659.7844026012,4122318.9478130615,6156974.0,46004.73221566249,13,13,2144.0388392417276,779548.5911825101,2460619.4862578204,True,False,False,medium,47.36133846153846,0.0003482293151216373,1.85,1.01,9.99,Poor,0.0,1681070.8950753103,68.32%
0x600f2b53719e1dbacf340572b31a9df9921b82fa,0x600f2b53719e1dbacf340572b31a9df9921b82fa,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmX88qTPDh3rutSah1vczfG2ZzGEEKz1idvB7vByW8NvNH,1558524.8929681284,900000.0,658524.8929681286,1558524.0,0.8929681284353137,2,2,3916.216345266977,483937.20874681807,483937.20874681807,True,True,True,medium,77.9262,0.002512772562544418,2.4,1.08,10.0,Poor,2.4,0.0,0.00%
0x63c9dc729ba7a22bb8605216b24a34b902e5fe94,infradao.eth,https://api.thegraph.com/ipfs/api/v0/cat?arg=QmccgzLqMEw3irXPPUwooSbNNz74eo7qoiazEMpysKrtkQ,18510110.653315745,11461185.30426737,7048925.349048377,18501697.0,8413.653315745294,25,25,26759.498082470483,12456287.505589494,33940366.810257524,True,False,False,medium,74.006788,0.0014463266846533312,2.33,1.04,9.96,Fair,0.0,21484079.30466803,63.30%
0x6f3ce93a09f30f18d728d2364268b5fe9444b89e,0x6f3ce93a09f30f18d728d2364268b5fe9444b89e,,24891242.36142191,2002591.2545522628,22888651.106869645,24891053.0,189.36142190918326,409,409,1409.3957825640712,7992515.489677971,7992515.489677971,True,False,False,large,3.0429160146699266,5.6622585736492194e-05,1.05,1.0,10.0,Poor,0.0,0.0,0.00%
